x,days,err_BS,err_SH,err_DH,err_PINN
0.0994706651482835,10.45920028074074,-10.148529361737577,1.1001109986627122,1.078989086365062,-6.558126969290234
0.0762138029840163,10.459200280636574,-6.770700626619558,2.0588108535189606,0.7656102955457156,-3.975602966616007
0.0685801781289451,10.459200280532407,-5.804521922169228,2.173618263703145,0.6262528083770286,-3.2803533284847584
0.0610043843204875,10.45920028042824,-4.824680023679962,2.276065087738219,0.5835965103607843,-2.5749744307780764
0.0534855519064602,10.4592002803125,-3.903204319267034,2.2922717423685013,0.5717181928880016,-1.9318094560851566
0.0460228307048705,10.459200280208332,-3.0981204073999042,2.1624686365630224,0.5332386495822433,-1.4089283473077834
0.0386153894270087,10.459200280092592,-2.2466149516839176,2.0486826313556197,0.6269014281097107,-0.8431282391870409
0.0312624151217499,10.459200279988426,-1.49401969666286,1.8066918839904882,0.7002603760743575,-0.37903370093794186
0.0239631126401383,10.45920027988426,-0.839812690675179,1.4419261586449266,0.7456122025630341,-0.015643918092056452
0.0167167041193711,10.459200279780092,-0.19734394511317088,1.0532199008786103,0.8419252548024253,0.33356015984814524
0.009522428485344,10.459200279675926,0.41414660870572884,0.6469030689598199,0.9639599825999212,0.6490686704328757
0.0023795409729639,10.459200279560186,0.9283908483233017,0.20480690752653075,1.041759667099071,0.8646342928207679
-0.004712687336528,10.45920027949074,1.0417577753800256,-0.4982704954010181,0.7705370154606317,0.6768846885715524
-0.0117549699619408,10.459200279386572,1.3566430291683529,-0.7642857127412611,0.7539701927322923,0.6888479256990016
-0.0187480054529114,10.459200279282408,1.5786462329586581,-0.8268083134589432,0.7010394645740881,0.605279785616783
-0.0256924778057224,10.45920027917824,1.7236011730175194,-0.6899621960546526,0.6325635187858891,0.4382055103972521
-0.0325890568647828,10.459200279074077,1.725781797258616,-0.4942627362484575,0.4889331455303042,0.11795741669471116
-0.0394383987103575,10.459200278969906,1.6524442810582296,-0.24864241578686774,0.3444146018927424,-0.28865823616102404
-0.0462411460331101,10.45920027886574,1.4816144771722217,-0.029524004246439528,0.18499009930051658,-0.8006304752163407
-0.0529979284959898,10.459200278761577,1.0626656749744945,-0.021505571313096272,-0.13105963666024678,-1.5645906435119898
-0.0597093630839767,10.459200278657407,0.7958552592207124,0.15557672170632697,-0.1944636403719835,-2.17706734443488
-0.0663760544421661,10.459200278553242,0.21031104775774967,0.01928729729649692,-0.46950660485811924,-3.1068454824357605
-0.0729985952026594,10.4592002784375,-0.4897470170136087,-0.2332574581703467,-0.7518135571618983,-4.148320197762848
-0.079577566300702,10.459200278333332,-0.7886293180723314,-0.08985008878983625,-0.5352519733400146,-4.784657423557137
-0.0861135372804874,10.459200278229169,-1.6471098785717342,-0.5135253292742004,-0.7994690077232219,-5.97550722398896
-0.0926070665910358,10.459200278125,-2.317779707046688,-0.7580013158569404,-0.820735965446498,-6.97230523404011
